latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
33.4567,95.0111,4,348.33,0.1,11.93,17.94,0.34,11.37,17.11,0.04
-23.8996,-52.303,4,184.0,0.03,14.44,43.99,0.92,24.83,24.05,0.17
-87.878,-71.0077,1,367.21,0.02,1.43,25.56,1.98,12.78,20.78,0.08
81.6618,129.0521,4,286.62,0.05,6.21,44.28,1.96,21.95,10.66,0.07
-65.2704,-148.9975,5,138.39,0.08,11.36,58.04,0.8,6.88,15.94,0.05
-77.697,-55.2599,2,313.45,0.07,11.79,30.98,1.64,22.12,12.5,0.06
31.6417,-53.0699,2,239.54,0.07,5.69,28.57,2.51,15.52,16.42,0.17
-82.6881,-156.1735,5,250.62,0.02,12.57,47.14,2.89,10.15,19.03,0.14
71.2446,156.2641,1,206.48,0.06,13.36,10.12,0.62,19.6,8.88,0.11
70.8681,5.6323,4,162.19,0.01,16.71,36.81,0.6,24.62,26.97,0.1
24.6021,132.6261,2,229.12,0.02,19.09,46.6,0.21,9.38,27.2,0.19
26.7794,101.3099,5,256.21,0.08,4.99,34.74,2.57,17.8,11.29,0.03
-40.4182,-85.2201,5,199.14,0.03,12.13,41.23,0.89,12.9,28.9,0.13
73.1918,174.8516,2,247.99,0.09,15.0,40.55,0.76,16.09,12.69,0.07
-86.0064,3.0827,5,379.52,0.05,12.31,54.24,2.5,16.7,19.81,0.1
-78.282,-60.2534,5,247.85,0.05,14.19,59.27,1.31,9.43,10.7,0.2
6.6482,156.5412,3,286.72,0.02,16.34,21.32,2.91,13.6,6.25,0.06
13.9644,136.5807,5,230.97,0.08,2.85,28.91,2.65,22.29,19.66,0.13
1.6029,5.256,1,331.14,0.04,6.71,58.85,0.46,14.59,10.92,0.06
-43.8323,148.0998,3,199.47,0.08,13.18,10.14,1.47,21.83,24.53,0.04
-18.3341,86.0116,5,130.93,0.08,19.06,23.31,2.96,21.94,16.25,0.06
30.6783,119.7473,1,367.53,0.08,13.81,43.67,1.39,6.77,21.87,0.12
-27.6805,-132.4733,4,343.61,0.08,4.33,19.62,2.82,6.91,25.54,0.07
73.6765,132.3644,4,205.53,0.07,16.77,53.71,2.42,17.62,19.94,0.07
21.1248,-72.9357,5,283.41,0.02,17.92,32.29,0.3,21.56,7.79,0.08
-21.5221,158.7872,5,102.18,0.03,6.65,20.58,2.21,15.04,27.53,0.09
79.9083,38.7952,5,143.91,0.05,18.31,57.48,1.31,13.64,24.11,0.13
-21.744,103.3614,2,145.96,0.02,8.15,18.36,1.07,22.31,22.28,0.16
81.5265,-41.2016,4,240.83,0.08,13.78,55.49,2.32,14.84,11.32,0.09
-53.822,-157.1161,5,299.97,0.01,16.85,21.84,2.24,19.33,9.1,0.14
-22.1718,100.551,2,136.64,0.05,2.53,46.91,0.99,24.11,14.16,0.08
-41.2036,137.5404,5,238.54,0.02,17.0,40.27,0.83,13.07,28.47,0.2
4.8422,-124.0375,1,362.77,0.08,8.31,30.59,2.95,12.1,23.08,0.07
26.1669,59.0837,1,274.59,0.02,15.15,44.18,1.04,14.76,22.89,0.05
23.4825,-121.412,2,159.65,0.06,1.72,39.78,1.72,23.48,16.72,0.02
-61.0443,-174.1812,2,267.27,0.04,10.99,45.82,1.08,12.05,24.16,0.17
-82.8127,144.3952,1,309.32,0.03,12.8,12.08,2.1,14.34,19.07,0.15
-70.9365,-105.4169,4,100.19,0.02,9.5,58.55,0.45,7.61,7.89,0.05
-47.912,-138.7548,1,236.81,0.06,16.63,39.9,2.99,7.72,21.06,0.19
22.0107,70.7462,5,119.35,0.05,6.56,41.04,0.11,7.05,12.02,0.17
-58.9546,163.6758,2,335.11,0.07,12.06,10.35,2.79,12.35,27.84,0.07
-7.1555,164.0777,5,147.03,0.01,7.08,41.87,1.91,10.16,27.4,0.15
14.3453,-12.3314,5,204.14,0.08,15.56,46.5,1.6,8.34,8.48,0.13
53.6615,-54.4094,4,274.53,0.04,15.79,26.03,0.88,11.97,27.97,0.04
52.8476,131.3816,3,145.32,0.1,16.51,48.93,0.38,6.03,18.01,0.08
-10.8215,-29.611,1,147.09,0.1,7.97,50.22,2.18,14.04,16.27,0.11
22.5619,103.2854,1,215.49,0.06,11.37,47.01,1.71,13.24,9.85,0.03
-87.9434,-46.1012,5,238.49,0.02,16.95,14.83,0.93,9.48,10.97,0.1
13.5179,17.1043,2,128.55,0.02,17.08,58.75,0.14,22.9,28.46,0.09
-58.4261,56.0839,2,303.52,0.1,17.08,26.42,2.08,14.56,14.54,0.14
-67.3437,-64.7449,5,125.33,0.07,3.99,59.03,1.92,7.79,6.55,0.18
85.1965,-116.2222,4,305.37,0.09,10.97,34.07,1.37,8.68,16.52,0.02
-42.1557,127.064,4,169.54,0.08,18.22,23.46,0.35,5.52,25.41,0.05
-52.0165,4.8837,5,230.58,0.08,4.28,45.11,2.55,23.71,13.66,0.09
80.2907,-17.1731,4,226.05,0.05,5.12,39.92,2.85,16.35,20.28,0.01
58.3826,-67.6346,2,190.16,0.05,14.11,51.47,2.36,10.6,8.85,0.19
89.9117,44.4329,2,248.08,0.07,8.84,34.78,1.42,20.43,9.08,0.16
46.3108,41.5876,4,101.18,0.02,18.17,37.76,0.39,21.76,14.95,0.15
-77.8295,76.1255,3,157.12,0.06,15.64,15.82,1.84,12.75,8.01,0.15
37.843,-141.1485,2,135.5,0.06,10.66,25.92,2.09,19.05,14.56,0.17
79.2631,120.562,3,211.15,0.03,12.67,23.16,1.99,20.49,10.73,0.01
-82.7535,140.2739,2,165.99,0.04,13.71,11.66,0.17,18.88,25.42,0.07
-57.7708,58.0688,1,331.43,0.07,6.15,35.48,0.31,23.18,12.46,0.13
80.6191,-60.4624,4,241.08,0.04,10.59,38.68,0.29,10.35,16.66,0.12
86.8833,20.0573,5,332.73,0.02,18.81,57.28,0.97,18.22,28.44,0.18
-37.1941,68.5833,5,254.8,0.02,9.33,37.68,1.01,6.2,18.92,0.06
54.1152,-10.2202,2,223.67,0.05,8.69,41.04,1.4,9.41,23.22,0.11
9.8115,-129.2161,4,265.82,0.09,8.42,44.52,0.13,20.65,27.93,0.09
68.3248,-32.1502,4,259.38,0.01,7.63,49.35,0.26,14.98,10.46,0.08
69.9934,-47.9152,1,257.16,0.02,7.62,27.67,1.38,8.08,25.13,0.06
-36.0312,-169.8504,3,125.85,0.01,11.05,48.63,1.44,10.25,15.03,0.17
-11.6034,123.4915,2,165.59,0.03,8.98,34.03,1.15,20.66,15.85,0.07
65.3034,163.4977,5,142.24,0.07,5.59,25.46,1.95,17.11,15.08,0.06
-32.08,34.664,5,111.23,0.08,2.39,45.19,0.27,13.39,23.57,0.18
-41.1129,175.0486,2,366.2,0.02,13.85,37.79,1.28,14.22,23.94,0.02
68.7913,-28.2339,5,133.92,0.1,18.2,57.98,1.03,22.87,15.84,0.05
-47.927,91.62,4,295.27,0.09,3.84,10.09,2.44,5.01,26.82,0.1
57.4986,-95.2087,4,150.74,0.08,15.96,43.11,0.17,19.25,21.69,0.03
88.4862,-2.7684,1,337.38,0.02,15.6,55.85,0.31,6.03,20.87,0.03
-59.5422,12.8752,2,244.34,0.06,19.59,25.08,0.15,20.29,9.51,0.07
-66.117,-68.7632,5,368.53,0.04,10.15,16.87,2.17,14.21,13.69,0.11
-78.6789,26.1857,5,111.6,0.05,10.03,17.08,2.01,23.82,14.09,0.12
11.7193,89.34,2,137.39,0.1,18.12,13.09,0.31,19.61,21.55,0.11
61.2425,83.5044,1,189.02,0.07,2.97,25.19,1.15,23.98,25.53,0.1
63.2737,15.4412,5,192.36,0.07,3.81,27.9,0.76,15.1,18.19,0.11
-26.6893,-147.0899,4,210.63,0.07,11.12,46.7,1.54,11.6,27.87,0.17
-86.7332,-90.9958,1,312.48,0.09,9.3,41.8,0.83,20.93,23.7,0.17
-5.9167,-57.5291,4,127.55,0.03,10.87,48.03,2.5,23.72,8.28,0.05
83.3447,88.0708,2,310.32,0.02,7.73,38.05,1.09,6.64,27.46,0.03
83.5396,-25.2049,1,197.91,0.06,9.78,53.4,2.43,17.42,25.31,0.03
-22.3326,-157.4352,5,237.48,0.06,16.2,11.89,0.22,15.15,12.2,0.15
17.7107,100.0747,5,265.63,0.08,1.49,21.13,1.48,5.32,12.69,0.14
75.5383,-119.4048,3,102.81,0.05,1.31,58.69,1.74,19.71,12.0,0.15
79.3373,-129.9014,5,247.98,0.02,13.36,20.86,0.68,20.9,8.97,0.19
19.4809,-9.7224,2,339.61,0.06,7.52,25.25,2.75,13.77,24.99,0.12
-51.4731,44.7877,1,318.17,0.09,12.56,11.55,2.17,12.3,8.48,0.14
27.7856,166.827,1,343.33,0.09,3.36,41.28,2.12,19.44,20.89,0.01
11.2749,-74.3692,1,254.11,0.06,14.63,43.59,2.01,8.7,11.57,0.16
82.4833,154.7938,5,315.77,0.08,14.58,17.05,2.94,12.99,22.41,0.15
-25.8885,-157.9932,3,238.15,0.08,4.18,31.22,1.62,24.19,6.72,0.07
68.2241,-17.8181,2,296.3,0.07,3.08,22.82,1.76,9.32,27.09,0.13
35.1387,-53.6286,5,186.3,0.04,7.5,16.89,2.37,16.62,7.69,0.03
69.8346,-122.7007,1,256.56,0.01,16.33,14.16,1.33,21.85,17.52,0.07
76.7777,76.9823,4,355.99,0.05,11.56,32.33,1.81,11.06,11.43,0.04
-36.8428,-27.909,3,188.29,0.02,7.47,46.52,2.34,12.15,17.65,0.15
-14.9563,-22.9385,3,127.64,0.06,6.71,41.44,1.08,22.26,23.17,0.11
48.2931,104.8183,3,393.86,0.02,15.87,49.93,0.52,12.31,22.93,0.12
62.8583,-68.7733,4,302.95,0.07,13.18,18.42,0.97,7.76,29.82,0.03
-27.8106,100.543,3,357.55,0.06,16.91,37.93,2.08,5.45,15.83,0.2
73.1949,-27.3621,3,280.44,0.1,15.77,38.18,1.65,21.56,27.15,0.05
-34.2603,26.7216,1,352.26,0.02,14.64,55.17,1.53,11.89,6.24,0.02
8.6575,-53.9485,2,367.35,0.03,2.39,10.49,1.71,11.84,9.07,0.04
12.8043,85.9896,4,176.44,0.07,8.73,28.19,0.83,12.25,24.92,0.2
-21.7279,-84.5259,3,185.11,0.01,18.14,12.58,2.7,17.42,24.0,0.14
-34.6754,-40.9287,3,121.91,0.1,19.93,47.05,1.48,12.42,11.06,0.05
21.1838,132.3249,3,220.43,0.08,13.84,28.33,2.15,7.1,29.73,0.09
78.2526,-23.0486,1,255.86,0.03,9.84,27.48,2.81,10.61,28.87,0.17
80.5852,-72.4237,5,275.71,0.04,11.47,15.49,2.05,9.52,18.17,0.18
-28.6743,56.9194,5,199.07,0.04,7.61,56.73,2.07,12.11,16.63,0.18
58.5531,86.733,3,365.98,0.08,14.4,45.0,1.52,8.26,7.14,0.13
-18.1914,-79.1956,3,359.66,0.02,13.98,32.26,1.93,18.79,13.56,0.13
-26.8981,106.6945,4,110.53,0.09,1.2,10.5,1.95,13.93,7.32,0.12
14.1408,18.7199,2,202.5,0.05,1.44,45.66,2.26,19.04,29.63,0.04
-18.2356,125.479,1,271.36,0.06,14.38,33.43,0.78,19.42,13.39,0.11
-80.3815,-169.8894,3,347.18,0.02,2.92,34.36,0.5,9.04,6.84,0.06
14.4222,37.8593,3,313.24,0.07,17.9,25.15,2.97,9.45,17.85,0.02
18.944,-92.5469,2,257.8,0.08,10.84,49.92,2.86,10.98,12.02,0.09
-80.115,-73.0553,3,333.24,0.05,12.03,14.06,1.66,19.82,15.84,0.17
-40.6267,-16.6778,5,383.59,0.05,16.65,57.42,2.73,14.94,6.45,0.02
-56.7181,100.632,2,106.38,0.09,4.53,47.57,2.82,9.05,24.75,0.13
75.4257,-150.0794,3,177.27,0.02,15.82,42.87,1.92,13.82,14.69,0.09
51.9668,-46.8649,3,230.76,0.07,1.75,33.87,2.23,23.87,27.13,0.12
0.9938,119.4479,3,217.7,0.03,10.06,27.01,2.88,22.95,17.76,0.05
-7.4119,-132.3768,5,110.65,0.07,16.39,14.9,1.22,11.9,16.54,0.12
78.0516,155.8999,2,335.57,0.07,8.63,39.2,2.1,10.99,13.09,0.18
56.7377,103.5151,2,278.86,0.03,17.09,38.23,1.4,23.34,15.39,0.03
56.5256,-83.015,1,133.89,0.05,9.66,59.64,2.63,5.66,29.44,0.13
61.8218,130.3076,2,319.09,0.06,6.16,13.48,2.05,5.99,13.19,0.2
-89.3922,-57.8999,3,274.73,0.09,12.06,25.97,2.31,6.99,7.14,0.14
-42.3917,129.0226,5,385.27,0.03,5.17,35.99,0.77,16.6,24.59,0.16
33.4608,-145.9445,3,151.62,0.08,9.76,44.88,1.35,20.78,8.58,0.09
34.9306,-12.9329,2,292.79,0.04,10.54,21.04,0.36,7.92,25.88,0.06
43.9528,-54.1209,3,271.49,0.02,9.15,45.94,2.68,8.84,15.44,0.11
2.6064,-88.3481,5,164.77,0.03,14.08,46.91,1.07,19.66,16.3,0.06
16.988,-32.9284,4,161.24,0.04,8.82,25.3,0.72,7.41,18.45,0.07
-88.5748,15.3007,4,254.92,0.05,17.66,34.94,2.13,13.14,16.78,0.07
65.6831,-16.3726,3,115.4,0.03,5.72,17.02,2.28,24.51,14.77,0.12
87.7585,-20.2029,4,356.88,0.09,11.0,46.02,1.96,15.43,16.81,0.19
82.6029,-48.6998,2,396.4,0.01,18.85,17.05,2.86,6.61,9.88,0.02
-49.7665,-65.835,1,288.1,0.08,12.57,52.65,1.04,7.36,15.24,0.16
-48.1697,118.1469,1,392.72,0.03,10.55,38.43,0.25,22.48,20.61,0.18
-15.919,-53.3082,3,198.28,0.01,8.0,31.32,1.55,19.88,9.92,0.03
-47.2779,-176.1362,3,148.04,0.03,14.88,56.73,0.79,12.41,16.2,0.12
87.9181,-21.6045,1,254.85,0.01,9.16,42.89,1.1,24.26,23.83,0.14
-80.7726,-176.0017,1,379.44,0.09,18.11,59.59,2.13,10.61,28.76,0.1
-36.5376,-178.1359,5,208.73,0.06,17.59,41.55,1.74,6.81,27.94,0.04
35.834,-2.7594,2,354.67,0.09,10.88,59.58,1.06,21.41,20.49,0.17
-50.416,62.0028,5,397.4,0.05,5.3,46.57,2.74,7.16,18.13,0.12
20.4004,-149.5359,3,214.12,0.05,16.51,11.32,1.26,15.16,15.7,0.06
0.4129,108.657,2,258.85,0.05,11.52,47.64,0.12,11.67,10.26,0.18
50.2743,160.3824,1,137.53,0.1,10.2,57.73,2.85,13.81,19.38,0.11
21.4669,19.2963,4,375.92,0.02,6.82,56.42,1.76,15.68,19.69,0.09
18.1251,50.0053,5,150.03,0.03,9.91,35.53,2.69,9.6,7.8,0.12
-47.5812,-84.3784,4,178.22,0.02,5.01,17.24,0.46,20.69,9.9,0.07
-77.5503,171.6675,3,103.45,0.04,15.21,14.41,0.8,5.58,9.67,0.19
-34.4345,76.137,3,158.88,0.02,14.0,43.65,2.06,23.54,11.51,0.12
67.7816,-36.9851,4,342.01,0.01,9.09,15.43,1.69,7.94,11.91,0.17
-15.8628,-7.6304,1,207.55,0.09,9.05,15.1,2.32,23.08,13.9,0.11
-41.9612,135.0399,4,399.69,0.04,17.26,14.66,0.9,18.92,21.69,0.15
15.9082,4.8161,3,389.01,0.02,13.89,20.86,0.72,9.87,8.17,0.2
50.1545,104.7112,2,127.37,0.08,10.5,41.68,1.33,17.13,29.59,0.17
-75.4341,-3.4727,4,277.06,0.03,6.74,19.58,0.51,6.0,18.85,0.08
88.7632,-64.8578,1,253.34,0.06,14.26,10.77,1.27,16.24,21.87,0.03
16.0215,173.5171,4,239.47,0.05,6.92,10.86,0.32,23.39,12.26,0.01
-63.513,73.3379,2,263.71,0.01,5.22,16.44,2.79,15.95,24.53,0.14
76.4649,143.6553,3,115.12,0.07,7.09,12.72,2.59,6.5,19.73,0.05
72.4265,-105.9766,1,192.31,0.07,11.89,18.59,1.28,18.93,10.52,0.05
73.7026,-7.7762,3,253.01,0.09,18.33,27.98,2.81,14.1,6.37,0.17
63.3288,36.7693,1,165.05,0.08,17.42,45.13,1.25,9.84,19.06,0.1
-16.9762,-89.785,3,238.72,0.08,2.84,32.34,1.13,21.05,29.65,0.03
27.0493,9.0541,5,306.31,0.09,5.13,20.46,2.97,12.07,10.33,0.03
19.4115,120.9945,5,327.34,0.08,4.58,18.28,2.09,7.9,17.15,0.19
-86.8038,-47.2961,1,113.84,0.07,10.44,37.08,1.79,6.6,14.51,0.06
2.2259,110.468,1,369.83,0.05,16.51,43.42,2.16,15.82,16.84,0.13
56.5748,24.2993,1,387.49,0.05,15.84,29.44,0.62,9.41,27.49,0.18
5.7197,-40.2598,4,289.37,0.07,3.41,43.34,2.68,14.48,24.45,0.18
17.3192,-169.6212,5,181.23,0.03,14.0,23.11,2.4,19.25,19.33,0.16
11.3669,-130.4144,1,297.3,0.07,5.05,54.81,2.09,7.76,6.79,0.2
-3.8596,73.7295,1,245.78,0.03,13.85,21.9,1.04,12.02,8.66,0.15
-55.2312,1.8708,2,166.49,0.07,18.27,28.08,2.68,18.61,28.34,0.13
-33.1686,-132.7552,4,135.69,0.09,15.93,38.74,1.25,18.0,6.21,0.14
49.0508,-17.3423,4,141.68,0.04,19.93,55.9,2.19,9.66,15.18,0.16
39.0419,-19.1245,4,158.55,0.01,12.71,33.51,2.95,5.41,9.01,0.19
-31.3084,58.8513,3,125.91,0.01,11.71,49.46,0.66,16.58,27.26,0.19
51.6638,-84.3856,1,299.84,0.07,14.16,52.35,1.44,14.38,23.87,0.16
53.2265,-88.258,2,201.97,0.02,12.77,42.49,0.67,5.66,19.78,0.15
-80.851,-104.1559,4,386.65,0.02,2.3,57.78,1.03,10.96,17.99,0.19
72.9984,7.2441,4,347.51,0.04,16.1,26.3,3.0,14.74,19.44,0.04
-70.4539,86.0429,3,115.04,0.07,5.54,20.96,0.87,9.94,29.93,0.13
-49.7622,46.8918,1,396.14,0.02,12.88,58.0,2.64,15.59,18.53,0.02
5.7096,-167.2726,3,317.38,0.08,7.19,25.77,2.62,18.21,19.47,0.14
83.2886,-179.4126,1,319.33,0.03,8.73,20.13,1.05,17.94,17.46,0.19
-27.5363,-134.8318,5,192.85,0.04,14.0,50.41,0.47,12.46,6.64,0.03
89.4461,149.5427,3,196.8,0.02,10.7,38.26,0.39,13.23,21.3,0.03
-13.5153,-86.8737,5,135.82,0.1,11.25,15.89,1.4,11.46,12.52,0.04
38.6431,35.5143,5,337.0,0.1,10.25,21.56,1.64,21.83,25.1,0.19
-34.9275,107.2266,3,149.34,0.06,12.14,57.1,0.56,13.64,10.12,0.15
-64.5934,168.7196,4,306.38,0.01,6.94,53.17,0.59,16.94,16.97,0.13
-43.5121,-4.296,3,345.14,0.01,2.33,25.78,1.39,7.88,6.34,0.16
10.8837,126.9272,1,225.74,0.05,16.35,27.31,2.82,12.72,29.48,0.09
43.964,-95.0317,1,113.66,0.09,6.31,10.34,1.26,22.86,22.2,0.05
53.9423,-131.7691,2,128.32,0.02,8.38,20.06,0.9,12.81,18.41,0.05
-30.7035,71.1941,3,209.9,0.01,8.17,39.15,2.29,13.65,11.16,0.04
28.53,-149.9176,2,360.74,0.03,1.11,41.34,1.0,21.98,29.95,0.1
22.6159,165.3188,1,398.04,0.05,19.97,20.69,2.01,19.47,10.18,0.18
-70.7585,-134.244,2,311.1,0.05,19.85,23.71,1.74,8.66,19.78,0.11
55.8273,64.9216,3,140.32,0.05,1.62,53.44,1.01,5.48,8.49,0.06
-42.4106,-70.1843,4,187.44,0.02,9.68,50.1,0.13,17.32,15.52,0.07
-10.4448,-25.1813,2,210.64,0.06,17.68,21.52,2.44,15.1,24.21,0.16
-36.6894,141.1727,1,133.42,0.09,17.53,54.15,1.76,11.69,22.64,0.04
-43.3402,110.213,5,227.9,0.08,12.52,41.39,2.14,16.73,20.32,0.07
-78.358,-26.3415,3,292.43,0.05,6.92,38.96,2.7,18.52,19.54,0.1
58.3694,4.4393,3,383.1,0.04,12.07,27.29,2.97,11.35,25.86,0.17
-80.6011,1.5134,1,398.8,0.07,19.51,47.06,0.88,12.41,14.14,0.02
19.0957,148.3381,4,239.74,0.07,1.0,45.3,1.33,19.41,24.56,0.18
-63.0347,83.8272,4,235.12,0.1,3.13,53.78,1.64,12.86,8.99,0.09
-64.5367,68.1347,1,189.86,0.08,11.72,17.82,0.41,8.87,14.62,0.2
70.1464,32.3174,5,326.75,0.03,16.76,20.88,2.58,15.78,28.37,0.14
-35.4327,45.2329,5,156.13,0.08,2.93,51.3,1.3,7.4,28.71,0.04
41.9714,142.7948,2,298.71,0.07,17.8,31.21,1.0,9.25,13.93,0.18
-18.6065,39.1721,2,384.18,0.07,12.75,13.05,0.32,5.97,16.51,0.04
61.3912,-72.4666,2,123.27,0.07,9.07,38.5,0.52,10.35,17.16,0.12
-50.9849,-21.1583,4,288.11,0.05,3.96,23.93,0.95,22.44,15.39,0.04
59.6138,9.6683,1,271.4,0.08,13.83,27.19,1.8,15.98,6.88,0.08
2.4887,60.486,5,192.76,0.04,18.2,13.35,2.54,15.08,19.28,0.07
-40.21,97.5589,3,118.43,0.09,17.82,49.61,1.95,24.59,10.53,0.02
74.9113,11.9879,2,199.2,0.05,12.7,17.48,2.49,9.33,17.13,0.11
43.3015,95.6419,4,282.17,0.06,17.42,56.88,0.1,18.85,15.81,0.06
70.3216,7.9722,1,325.29,0.02,13.32,17.71,2.02,22.77,24.99,0.12
63.1432,-133.9581,1,302.73,0.04,18.39,28.4,2.36,14.44,9.03,0.1
79.321,-71.9327,5,316.1,0.03,7.07,37.44,2.96,17.72,26.85,0.08
-43.6875,-174.0727,2,131.74,0.08,11.72,41.96,1.44,6.49,23.15,0.06
18.8745,-34.6737,1,193.64,0.07,17.35,41.05,0.22,15.09,26.34,0.14
-61.6413,-133.3487,2,117.6,0.01,9.74,24.17,2.05,5.69,18.9,0.18
-42.6261,-15.4192,1,220.97,0.09,5.06,27.43,0.72,5.63,11.91,0.07
47.2177,-173.5524,4,302.43,0.08,2.8,31.17,1.94,6.93,29.39,0.09
-28.9283,-177.3605,1,187.82,0.1,8.62,38.12,0.24,16.18,12.51,0.14
19.6176,95.2905,2,255.86,0.02,7.24,48.79,0.64,9.45,21.52,0.15
-59.6442,-101.7491,2,247.18,0.06,18.33,47.45,2.83,21.64,29.78,0.07
-35.6146,-124.9312,1,198.65,0.1,5.49,30.35,1.49,20.41,25.67,0.03
-56.6769,-50.5963,5,121.21,0.07,14.24,16.55,2.97,6.92,18.22,0.11
-22.9229,91.0839,4,111.1,0.07,15.02,20.99,2.88,21.76,27.8,0.09
23.5657,127.9819,2,299.03,0.06,14.65,46.68,0.12,20.08,29.89,0.07
11.5023,60.6863,1,324.91,0.08,19.96,44.74,0.19,15.98,15.05,0.13
-7.8117,73.717,1,130.05,0.02,13.88,57.25,0.27,23.58,22.08,0.16
40.2456,-51.5962,1,373.76,0.1,10.89,55.6,1.22,5.14,7.14,0.1
74.8485,30.2312,4,100.3,0.03,4.7,53.52,0.23,17.49,6.41,0.02
58.4992,151.8164,4,200.26,0.04,19.67,17.22,2.09,21.32,24.88,0.04
28.4181,77.154,5,290.14,0.04,12.07,11.38,0.73,15.94,9.86,0.06
21.8279,103.1896,5,207.07,0.02,16.48,24.81,0.1,17.85,25.5,0.15
25.6852,145.2261,4,206.79,0.07,18.07,51.22,1.92,6.91,23.38,0.11
-13.3253,171.1982,5,349.53,0.01,19.4,56.17,1.53,22.66,15.6,0.03
56.1113,158.7485,4,258.92,0.06,4.0,46.13,2.58,15.2,12.51,0.18
-71.1449,-79.214,2,382.01,0.04,5.18,52.23,2.16,15.98,23.44,0.09
58.1002,-172.3274,4,180.29,0.08,10.28,25.37,2.56,12.73,22.52,0.12
-41.6325,71.1556,1,221.51,0.08,8.04,55.34,1.69,22.3,10.75,0.06
-56.9311,-102.53,1,250.13,0.01,6.71,54.54,0.47,10.28,27.32,0.04
-61.744,-135.0679,5,309.88,0.07,2.19,59.86,0.34,23.21,7.61,0.1
79.4098,83.7142,5,326.27,0.03,13.31,31.54,2.6,6.14,9.44,0.1
-73.0794,140.9355,5,109.24,0.07,7.25,16.78,0.15,20.01,11.97,0.17
-33.3929,-136.0416,1,216.52,0.05,6.08,45.45,2.18,5.44,7.2,0.09
-82.5152,-172.7036,2,117.45,0.01,2.86,31.66,2.51,6.69,9.33,0.13
4.7237,-143.6701,5,341.72,0.02,8.54,56.47,1.5,7.96,10.5,0.02
67.8029,80.6205,1,389.59,0.05,9.93,37.54,2.79,16.17,24.36,0.16
-50.5476,-123.246,3,316.35,0.05,12.54,50.41,0.19,20.81,28.42,0.1
2.7193,-27.5639,2,262.13,0.08,2.7,39.85,2.6,12.37,20.34,0.05
-53.4919,-59.9264,4,115.01,0.01,6.18,39.31,1.03,23.62,25.48,0.08
14.5036,105.4779,4,225.91,0.06,18.9,10.15,2.75,15.66,7.21,0.19
78.8554,-149.8021,5,261.24,0.01,6.47,22.45,0.37,16.41,22.99,0.01
-58.3994,-130.8176,1,257.17,0.09,3.96,45.73,2.96,9.05,15.94,0.18
24.887,5.1485,2,218.23,0.07,17.91,22.34,2.81,12.74,15.83,0.08
11.7925,19.936,4,262.3,0.06,6.75,42.85,1.04,9.89,8.71,0.03
13.2808,-40.2761,1,335.22,0.09,6.26,10.66,0.58,24.57,22.57,0.1
-71.8504,85.4434,3,384.21,0.08,12.85,12.65,0.17,10.16,23.76,0.14
-14.2683,103.552,5,379.68,0.09,3.02,53.97,0.16,22.4,16.41,0.06
14.091,-83.7107,2,348.77,0.05,18.41,16.94,0.96,9.55,13.03,0.14
-20.2323,-95.1092,1,129.7,0.03,6.34,30.36,1.21,5.51,11.64,0.16
11.8268,-138.23,5,352.52,0.05,16.47,40.42,0.97,5.65,25.82,0.03
41.1007,163.006,2,179.24,0.09,19.76,44.01,0.47,13.03,27.32,0.09
67.1977,54.3826,1,235.57,0.04,10.73,49.81,0.26,9.41,21.38,0.14
-54.3087,-105.4905,5,167.63,0.08,12.08,43.59,2.19,6.95,14.5,0.1
38.6848,-94.0248,3,170.23,0.09,18.09,14.66,1.38,23.9,26.54,0.13
35.2177,144.2127,4,361.31,0.04,9.34,56.06,2.24,9.68,22.91,0.05
-63.2237,0.456,5,127.45,0.03,3.44,35.65,1.16,15.19,10.56,0.11
16.3173,144.5181,2,354.27,0.02,15.12,40.57,1.85,18.67,10.11,0.02
38.9768,-19.2877,1,115.05,0.04,18.01,23.33,0.25,19.83,8.76,0.2
-63.3468,164.2236,1,219.6,0.02,7.35,46.8,1.47,13.06,16.75,0.02
-6.8908,179.0158,2,182.53,0.07,19.55,19.31,2.24,21.8,29.99,0.07
34.8386,175.354,2,369.5,0.09,16.08,30.57,1.99,9.15,23.38,0.02
-22.3688,-137.808,4,250.71,0.09,15.55,26.11,1.08,23.64,9.19,0.03
-47.2189,-142.6516,2,268.71,0.06,4.55,53.32,2.47,19.62,20.72,0.18
-21.227,-142.1569,2,211.09,0.08,15.04,10.99,0.61,17.38,7.25,0.05
-53.1153,167.2966,3,388.59,0.06,4.15,15.38,0.86,24.84,16.26,0.08
-24.988,-56.83,1,104.32,0.09,1.53,41.01,0.85,11.81,8.91,0.09
72.395,-157.0929,3,115.13,0.07,6.42,11.08,2.07,9.3,27.88,0.16
-6.5595,4.9842,4,150.24,0.05,7.98,54.25,1.17,12.98,9.68,0.05
-3.8541,-117.2656,3,319.14,0.03,3.22,51.81,2.64,16.16,25.05,0.06
-58.557,101.7438,2,268.01,0.09,17.6,35.14,2.07,15.75,25.51,0.08
-77.7151,-24.9937,4,250.53,0.08,15.39,26.21,1.99,18.02,26.98,0.15
47.9289,-163.6578,5,334.3,0.07,17.33,13.98,0.58,7.26,17.41,0.19
13.4978,63.6245,4,231.03,0.07,13.73,23.26,2.32,14.99,14.02,0.08
-58.3578,73.9389,1,324.21,0.02,11.03,16.78,0.38,6.16,13.29,0.17
